legal_name,dba_name,city,county,zip,address,phone,website,owner_name,owner_age_estimate,owner_age_source,owner_tenure_years,years_in_business,provider_count_estimate,employee_count_estimate,is_distressed,distress_reasons,layer1_base_rate,layer1_comment,layer2_sellability,layer2_comment,layer3_behavioral_trigger,layer3_comment,layer4_market_pull,layer4_comment,final_score,final_tier,final_comment,value_add_thesis,confidence,data_completeness
Rose Roofing Inc.,,Houston,Harris,,,,https://www.roseroofing.com/,,,license_tenure_proxy,54,54,,,False,,71,"Rose Roofing Inc., founded 1972 (54 yrs in business). Owner identity Founded 1972, established Houston. 3rd-generation family company. Ken Rose liste. License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",75,Sub-trade residential_plus_commercial. Tenure 54 yrs. SBA-financeable size estimate based on services + scope.,30,"Successor IDENTIFIED on live-fetch: Jonathan Rose (3rd-gen CEO since Jan 2017) + wife Jessica. Lee Rose (1st gen 1972-1990) → Ken Rose (2nd gen, deceased 2014) → Jonathan. Ken's widow Tonya + children Kenneth II + Crystal worked through → tier capped per skill non-negotiable §2.",80,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: Houston (Harris) — sub-market nudge +2. Vertical baseline 75 for TX roofing 2026.,61,B_forward,"Rose Roofing Inc. — Houston (Harris County). Founded 1972, 54 yrs. L1 71, L2 75, L3 30, L4 80 → final 61. Successor IDENTIFIED on live-fetch: Jonathan Rose (3rd-gen CEO since Jan 2017) + wife Jessica. Lee Rose (1st gen 1972-1990) → Ken Rose (2nd gen, deceased 2014) → Jonathan. Ken's widow Tonya + children Tier: B_forward.","AI dispatch + route optimization + automated reviewing. Commercial maintenance contract building. Buyer community: TX hail-corridor consolidators (Tecta America for commercial, DaBella/Erie for residential) actively bolt-on bidding 5-8x EBITDA at this scale.",medium,0.67
Alliance Roofing Company LLC,,Pearland,Brazoria,,,,https://www.allianceroofinghouston.com/,,,license_tenure_proxy,36,36,,,False,,60,"Alliance Roofing Company LLC, founded 1990 (36 yrs in business). Owner identity Founded 1990, 35+ yrs. Family-owned. Founder's father was homebuilder. Serves Pe. License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",75,Sub-trade residential_plus_commercial. Tenure 36 yrs. SBA-financeable size estimate based on services + scope.,41,Successor verification incomplete this run (no enrichment data); capped at C_watch per skill guardrail.,81,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: Pearland (Brazoria) — sub-market nudge +3. Vertical baseline 75 for TX roofing 2026.,61,B_forward,"Alliance Roofing Company LLC — Pearland (Brazoria County). Founded 1990, 36 yrs. L1 60, L2 75, L3 41, L4 81 → final 61. Successor verification incomplete this run (no enrichment data); capped at C_watch per skill guardrail. Tier: B_forward.","AI dispatch + route optimization + automated reviewing. Commercial maintenance contract building. Buyer community: TX hail-corridor consolidators (Tecta America for commercial, DaBella/Erie for residential) actively bolt-on bidding 5-8x EBITDA at this scale.",low,0.44
Sixth Gen Roofing,,Georgetown,Williamson,,,,https://sixthgenroofing.com/,,,license_tenure_proxy,31,31,,,False,,60,"Sixth Gen Roofing, founded 1995 (31 yrs in business). Owner identity Family-run, 6 generations Central TX heritage. Georgetown + Round Rock + Pfluger. License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",75,Sub-trade residential_plus_commercial. Tenure 31 yrs. SBA-financeable size estimate based on services + scope.,41,Successor verification incomplete this run (no enrichment data); capped at C_watch per skill guardrail.,81,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: Georgetown (Williamson) — sub-market nudge +3. Vertical baseline 75 for TX roofing 2026.,61,B_forward,"Sixth Gen Roofing — Georgetown (Williamson County). Founded 1995, 31 yrs. L1 60, L2 75, L3 41, L4 81 → final 61. Successor verification incomplete this run (no enrichment data); capped at C_watch per skill guardrail. Tier: B_forward.","AI dispatch + route optimization + automated reviewing. Commercial maintenance contract building. Buyer community: TX hail-corridor consolidators (Tecta America for commercial, DaBella/Erie for residential) actively bolt-on bidding 5-8x EBITDA at this scale.",low,0.44
JC Roofing Galveston,,Galveston,Galveston,,,,https://www.jcroofinggalveston.com/,,,license_tenure_proxy,30,30,,,False,,60,"JC Roofing Galveston, founded 1996 (30 yrs in business). Owner identity Family-owned, 4th generation. 50+ yrs. Metal + composition systems. Galveston.. License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",75,Sub-trade residential_plus_commercial. Tenure 30 yrs. SBA-financeable size estimate based on services + scope.,41,Successor verification incomplete this run (Established 1996 = 30 yrs (not 50+ as earlier search suggested). 'Family owned and operated.' No named owner. Coastal hu); capped at C_watch per skill guardrail.,80,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: Galveston (Galveston) — sub-market nudge +2. Vertical baseline 75 for TX roofing 2026.,61,B_forward,"JC Roofing Galveston — Galveston (Galveston County). Founded 1996, 30 yrs. L1 60, L2 75, L3 41, L4 80 → final 61. Successor verification incomplete this run (Established 1996 = 30 yrs (not 50+ as earlier search suggested). 'Family owned and operated.' No named owner. Coastal hu); capped at C_watch per skill guard Tier: B_forward.","AI dispatch + route optimization + automated reviewing. Commercial maintenance contract building. Buyer community: TX hail-corridor consolidators (Tecta America for commercial, DaBella/Erie for residential) actively bolt-on bidding 5-8x EBITDA at this scale.",low,0.56
Joe Ochoa Roofing Inc.,Joe Ochoa Roofs & Even More,Stafford,Fort Bend,77477,12939 Folkcrest Way,,https://www.ochoaroofing.com/,,,license_tenure_proxy,55,55,,,False,,63,"Joe Ochoa Roofing Inc., founded 1971 (55 yrs in business). Owner identity Founded Spring 1971 by native Texan Joe Ochoa Sr. 55 yrs. Tile, slate, GAF Desig. License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",72,Sub-trade residential. Tenure 55 yrs. SBA-financeable size estimate based on services + scope.,40,Successor IDENTIFIED on live-fetch: Joe Ochoa Sr. founded 1971. Jaime Ochoa is VP (same surname = likely son/Jr.). 55-yr family business. Stafford TX 77477. Tile + slate + GAF Designer + metal. → tier capped per skill non-negotiable §2.,77,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: Stafford (Fort Bend) — sub-market nudge +2. Vertical baseline 75 for TX roofing 2026.,60,B_forward,"Joe Ochoa Roofing Inc. — Stafford (Fort Bend County). Founded 1971, 55 yrs. L1 63, L2 72, L3 40, L4 77 → final 60. Successor IDENTIFIED on live-fetch: Joe Ochoa Sr. founded 1971. Jaime Ochoa is VP (same surname = likely son/Jr.). 55-yr family business. Stafford TX 77477. Tile + slate + GAF Designer + metal. → tier Tier: B_forward.","AI dispatch + route optimization + automated reviewing. Commercial maintenance contract building. Buyer community: TX hail-corridor consolidators (Tecta America for commercial, DaBella/Erie for residential) actively bolt-on bidding 5-8x EBITDA at this scale.",medium,0.78
Quality Tops Roofing Inc.,,Arlington,Tarrant,,,,https://qualitytopsroofing.com/,,,license_tenure_proxy,45,45,,,False,,55,"Quality Tops Roofing Inc., founded 1981 (45 yrs in business). Owner identity Bruce Sabine, owner — in roofing since 1978, founded business 1981. 45 yrs in ro. License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",75,Sub-trade residential_plus_commercial. Tenure 45 yrs. SBA-financeable size estimate based on services + scope.,40,"Successor IDENTIFIED on live-fetch: Bruce Sabine (Owner since 1981, in roofing since 1978 = ~65-70 yo). Paden Sabine (Sales/Estimating, same surname). Arlington TX. 45 yrs in profession. → tier capped per skill non-negotiable §2.",81,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: Arlington (Tarrant) — sub-market nudge +3. Vertical baseline 75 for TX roofing 2026.,59,C_watch,"Quality Tops Roofing Inc. — Arlington (Tarrant County). Founded 1981, 45 yrs. L1 55, L2 75, L3 40, L4 81 → final 59. Successor IDENTIFIED on live-fetch: Bruce Sabine (Owner since 1981, in roofing since 1978 = ~65-70 yo). Paden Sabine (Sales/Estimating, same surname). Arlington TX. 45 yrs in profession. → tier capped Tier: C_watch.",Standard roofing modernization levers. Re-score in 90 days as data improves.,medium,0.67
Yuras Roofing Company,,San Antonio,Bexar,,,,https://www.yurasroofing.com/,,,license_tenure_proxy,77,77,,,False,,63,"Yuras Roofing Company, founded 1949 (77 yrs in business). Owner identity Founded 1949 by Joe Yuras Sr. 76 yrs serving SA. 3 generations of family. One of. License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",75,Sub-trade residential_plus_commercial. Tenure 77 yrs. SBA-financeable size estimate based on services + scope.,30,Successor IDENTIFIED on live-fetch: Bryan + Kevin Yuras (3rd gen since 2019). 76 yrs. Final demote. → tier capped per skill non-negotiable §2.,81,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: San Antonio (Bexar) — sub-market nudge +3. Vertical baseline 75 for TX roofing 2026.,59,C_watch,"Yuras Roofing Company — San Antonio (Bexar County). Founded 1949, 77 yrs. L1 63, L2 75, L3 30, L4 81 → final 59. Successor IDENTIFIED on live-fetch: Bryan + Kevin Yuras (3rd gen since 2019). 76 yrs. Final demote. → tier capped per skill non-negotiable §2. Tier: C_watch.",Standard roofing modernization levers. Re-score in 90 days as data improves.,medium,0.67
Burch Roofing Inc.,,Schertz,Guadalupe,,,,https://burchroofinginc.com/,,,license_tenure_proxy,61,61,,,False,,63,"Burch Roofing Inc., founded 1965 (61 yrs in business). Owner identity Family-owned, 3 generations + 4th gen coming. Schertz, just outside SA.. License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",75,Sub-trade residential_plus_commercial. Tenure 61 yrs. SBA-financeable size estimate based on services + scope.,30,Successor IDENTIFIED on live-fetch: 3 generations + 4th coming. Family-owned succession in place. GAF Certified (top 7%). → tier capped per skill non-negotiable §2.,82,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: Schertz (Guadalupe) — sub-market nudge +4. Vertical baseline 75 for TX roofing 2026.,59,C_watch,"Burch Roofing Inc. — Schertz (Guadalupe County). Founded 1965, 61 yrs. L1 63, L2 75, L3 30, L4 82 → final 59. Successor IDENTIFIED on live-fetch: 3 generations + 4th coming. Family-owned succession in place. GAF Certified (top 7%). → tier capped per skill non-negotiable §2. Tier: C_watch.",Standard roofing modernization levers. Re-score in 90 days as data improves.,medium,0.67
Andrus Brothers Roofing,,Lubbock,Lubbock,,210 Co Rd 7200,,https://andrusbrothers.com/,,,license_tenure_proxy,45,45,,,False,,55,"Andrus Brothers Roofing, founded 1981 (45 yrs in business). Owner identity Founded 1981 in Amarillo by Jerry + Steve Andrus. Lubbock office 1989. Midland 2. License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",75,Sub-trade residential_plus_commercial. Tenure 45 yrs. SBA-financeable size estimate based on services + scope.,40,"Successor IDENTIFIED on live-fetch: Jerry Andrus (Founder/Owner, 43 yrs), Melissa Proffitt + Jeremy Andrus (2nd gen Owners/Stockholders), Trevor Andrus (3rd gen, 6 yrs, sales). 3-gen family-succession in place. → tier capped per skill non-negotiable §2.",81,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: Lubbock (Lubbock) — sub-market nudge +3. Vertical baseline 75 for TX roofing 2026.,59,C_watch,"Andrus Brothers Roofing — Lubbock (Lubbock County). Founded 1981, 45 yrs. L1 55, L2 75, L3 40, L4 81 → final 59. Successor IDENTIFIED on live-fetch: Jerry Andrus (Founder/Owner, 43 yrs), Melissa Proffitt + Jeremy Andrus (2nd gen Owners/Stockholders), Trevor Andrus (3rd gen, 6 yrs, sales). 3-gen family-succession Tier: C_watch.",Standard roofing modernization levers. Re-score in 90 days as data improves.,medium,0.78
Mataska Roofing,,Wichita Falls,Wichita,,,,https://mataskaroofing.com/,,,license_tenure_proxy,47,47,,,False,,55,"Mataska Roofing, founded 1979 (47 yrs in business). Owner identity Founded 1979 by Bob Mataska Sr. 47 yrs. Family-owned, locally operated. Wichita . License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",75,Sub-trade residential_plus_commercial. Tenure 47 yrs. SBA-financeable size estimate based on services + scope.,40,"Successor IDENTIFIED on live-fetch: Bob Mataska Sr. founded 1979. Daughter Debbie Mataska Gardner (President/GM) + David Gardner (VP, husband). 2nd-gen daughter succession in place + son-in-law in operations. → tier capped per skill non-negotiable §2.",81,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: Wichita Falls (Wichita) — sub-market nudge +3. Vertical baseline 75 for TX roofing 2026.,59,C_watch,"Mataska Roofing — Wichita Falls (Wichita County). Founded 1979, 47 yrs. L1 55, L2 75, L3 40, L4 81 → final 59. Successor IDENTIFIED on live-fetch: Bob Mataska Sr. founded 1979. Daughter Debbie Mataska Gardner (President/GM) + David Gardner (VP, husband). 2nd-gen daughter succession in place + son-in-law in ope Tier: C_watch.",Standard roofing modernization levers. Re-score in 90 days as data improves.,medium,0.67
Arrington Roofing,,Dallas,Dallas,,,,https://arringtonroofing.com/,,,license_tenure_proxy,43,43,,,False,,55,"Arrington Roofing, founded 1983 (43 yrs in business). Owner identity Founded 1983, 43+ yrs serving North Texas. GAF Master Elite, CertainTeed SELECT . License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",80,Sub-trade residential_plus_commercial. Tenure 43 yrs. SBA-financeable size estimate based on services + scope.,30,"Successor IDENTIFIED on live-fetch: Chris Arrington (Founder/President, Texas Tech alum) + Reese Arrington (Sales and Marketing Manager) — same surname, on team page. Internal successor visible. James Townsend (Head of Commercial), Rand → tier capped per skill non-negotiable §2.",81,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: Dallas (Dallas) — sub-market nudge +3. Vertical baseline 75 for TX roofing 2026.,58,C_watch,"Arrington Roofing — Dallas (Dallas County). Founded 1983, 43 yrs. L1 55, L2 80, L3 30, L4 81 → final 58. Successor IDENTIFIED on live-fetch: Chris Arrington (Founder/President, Texas Tech alum) + Reese Arrington (Sales and Marketing Manager) — same surname, on team page. Internal successor visible. James Tier: C_watch.",Standard roofing modernization levers. Re-score in 90 days as data improves.,medium,0.67
Texas State Roofing Company,,Corpus Christi,Nueces,,,,https://texasstateroofing.com/,,,license_tenure_proxy,25,25,,,False,,45,"Texas State Roofing Company, founded 2001 (25 yrs in business). Owner identity Locally owned family-managed. 25+ yrs in roofing + construction. Corpus Christi.. License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",67,Sub-trade residential_plus_commercial. Recurring revenue signal: STRONG — commercial maintenance program. Tenure 25 yrs. SBA-financeable size estimate based on services + scope.,48,Successor verification incomplete this run (25 yrs experience (founded ~2001). Locally owned family-managed. Commercial Roof Maintenance Program (recurring revenue ); capped at C_watch per skill guardrail.,80,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: Corpus Christi (Nueces) — sub-market nudge +2. Vertical baseline 75 for TX roofing 2026.,57,C_watch,"Texas State Roofing Company — Corpus Christi (Nueces County). Founded 2001, 25 yrs. L1 45, L2 67, L3 48, L4 80 → final 57. Successor verification incomplete this run (25 yrs experience (founded ~2001). Locally owned family-managed. Commercial Roof Maintenance Program (recurring revenue ); capped at C_watch per skill guard Tier: C_watch.",Standard roofing modernization levers. Re-score in 90 days as data improves.,low,0.67
King of Texas Roofing,,Dallas,Dallas,,,,https://kingoftexas.com/,,,license_tenure_proxy,44,44,,,False,,55,"King of Texas Roofing, founded 1982 (44 yrs in business). Owner identity Founded Dallas 1982 (King family roots back to 1931 in Pennsylvania). 3rd-genera. License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",75,Sub-trade commercial. Tenure 44 yrs. SBA-financeable size estimate based on services + scope.,30,"Successor IDENTIFIED on live-fetch: Kelly R. Braddy (3rd gen President/CEO since 2019, joined 2011). Nelson Braddy Jr. (2nd gen founder). 14-state operation, multi-million sq ft projects. Too large for SBA off-market thesis. → tier capped per skill non-negotiable §2.",81,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: Dallas (Dallas) — sub-market nudge +3. Vertical baseline 75 for TX roofing 2026.,56,C_watch,"King of Texas Roofing — Dallas (Dallas County). Founded 1982, 44 yrs. L1 55, L2 75, L3 30, L4 81 → final 56. Successor IDENTIFIED on live-fetch: Kelly R. Braddy (3rd gen President/CEO since 2019, joined 2011). Nelson Braddy Jr. (2nd gen founder). 14-state operation, multi-million sq ft projects. Too large fo Tier: C_watch.",Standard roofing modernization levers. Re-score in 90 days as data improves.,medium,0.67
Texas Star Roofing & Construction,,Plano,Collin,,,,https://www.texasstarroofing.com/,,,license_tenure_proxy,29,29,,,False,,45,"Texas Star Roofing & Construction, founded 1997 (29 yrs in business). Owner identity Founded 1997 by Lee Williamson Sr. Judy Delarosa listed on LinkedIn as Owner. Fa. License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",67,Sub-trade residential_plus_commercial. Tenure 29 yrs. SBA-financeable size estimate based on services + scope.,38,Successor verification incomplete this run (no enrichment data); capped at C_watch per skill guardrail.,82,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: Plano (Collin) — sub-market nudge +4. Vertical baseline 75 for TX roofing 2026.,54,C_watch,"Texas Star Roofing & Construction — Plano (Collin County). Founded 1997, 29 yrs. L1 45, L2 67, L3 38, L4 82 → final 54. Successor verification incomplete this run (no enrichment data); capped at C_watch per skill guardrail. Tier: C_watch.",Standard roofing modernization levers. Re-score in 90 days as data improves.,low,0.44
R & R Roofing LLC,,Belton,Bell,,,,https://randrroofingtx.com/,,,license_tenure_proxy,20,20,,,False,,45,"R & R Roofing LLC, founded 2006 (20 yrs in business). Owner identity Local family-owned, since 2006. 20 yrs. Serves Waco, Temple, Belton, Harker Heig. License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",67,Sub-trade residential_plus_commercial. Tenure 20 yrs. SBA-financeable size estimate based on services + scope.,43,Successor verification incomplete this run (no enrichment data); capped at C_watch per skill guardrail.,75,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: Belton (Bell) — sub-market nudge -3. Vertical baseline 75 for TX roofing 2026.,54,C_watch,"R & R Roofing LLC — Belton (Bell County). Founded 2006, 20 yrs. L1 45, L2 67, L3 43, L4 75 → final 54. Successor verification incomplete this run (no enrichment data); capped at C_watch per skill guardrail. Tier: C_watch.",Standard roofing modernization levers. Re-score in 90 days as data improves.,low,0.44
Joe Hall Roofing & Contracting,,Arlington,Tarrant,76013,1925 W. Pioneer Pkwy,,https://joehallroofing.com/,,,license_tenure_proxy,37,37,,,False,,45,"Joe Hall Roofing & Contracting, founded 1989 (37 yrs in business). Owner identity Founded 1989 by Joe Hall with sons Brett + Derek. 1996 Brett + Tina Hall purchas. License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",77,Sub-trade residential_plus_commercial. Tenure 37 yrs. SBA-financeable size estimate based on services + scope.,26,"Successor IDENTIFIED on live-fetch: Tina Hall (CEO), Brett Hall (co-owner SME), Jackson Hall (Strategic Growth Architect, 3rd gen) + Heather Kipker (COO). Strong family-succession architecture. 23 team members. → tier capped per skill non-negotiable §2.",81,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: Arlington (Tarrant) — sub-market nudge +3. Vertical baseline 75 for TX roofing 2026.,53,C_watch,"Joe Hall Roofing & Contracting — Arlington (Tarrant County). Founded 1989, 37 yrs. L1 45, L2 77, L3 26, L4 81 → final 53. Successor IDENTIFIED on live-fetch: Tina Hall (CEO), Brett Hall (co-owner SME), Jackson Hall (Strategic Growth Architect, 3rd gen) + Heather Kipker (COO). Strong family-succession architecture. 23 tea Tier: C_watch.",Standard roofing modernization levers. Re-score in 90 days as data improves.,medium,0.78
Bert Roofing Inc.,,Dallas,Dallas,,,,https://bertroofing.com/,,,license_tenure_proxy,38,38,,,False,,45,"Bert Roofing Inc., founded 1988 (38 yrs in business). Owner identity Founded 1988 by John E. Bert Sr. (former insurance adjuster). 40,000+ projects. . License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",75,Sub-trade residential_plus_light_commercial. Tenure 38 yrs. SBA-financeable size estimate based on services + scope.,26,"Successor IDENTIFIED on live-fetch: John Edward Bert II (President since 2013, original co-founder/CFO) + Nicole Bert McElwee (VP, longtime office manager, marketing). Both Bert family. → tier capped per skill non-negotiable §2.",81,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: Dallas (Dallas) — sub-market nudge +3. Vertical baseline 75 for TX roofing 2026.,52,C_watch,"Bert Roofing Inc. — Dallas (Dallas County). Founded 1988, 38 yrs. L1 45, L2 75, L3 26, L4 81 → final 52. Successor IDENTIFIED on live-fetch: John Edward Bert II (President since 2013, original co-founder/CFO) + Nicole Bert McElwee (VP, longtime office manager, marketing). Both Bert family. → tier capped  Tier: C_watch.",Standard roofing modernization levers. Re-score in 90 days as data improves.,medium,0.67
Marlin Construction LLC,,Houston,Harris,77086,10403 Kansack Lane,,https://www.marlinroofs.com/,,,license_tenure_proxy,16,16,,,False,,30,"Marlin Construction LLC, founded 2010 (16 yrs in business). Owner identity 20+ yrs experience. Commercial flat roofing specialist (TPO, EPDM, PVC). John + . License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",67,Sub-trade commercial. Tenure 16 yrs. SBA-financeable size estimate based on services + scope.,40,"Successor verification incomplete this run (John + Trish Josephs (husband-wife owners). Cypress TX. 15+ yrs operating (founded ~2010, not 20+ as earlier). Younger o); capped at C_watch per skill guardrail.",80,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: Houston (Harris) — sub-market nudge +2. Vertical baseline 75 for TX roofing 2026.,50,C_watch,"Marlin Construction LLC — Houston (Harris County). Founded 2010, 16 yrs. L1 30, L2 67, L3 40, L4 80 → final 50. Successor verification incomplete this run (John + Trish Josephs (husband-wife owners). Cypress TX. 15+ yrs operating (founded ~2010, not 20+ as earlier). Younger o); capped at C_watch per skill guard Tier: C_watch.",Standard roofing modernization levers. Re-score in 90 days as data improves.,low,0.67
Driven Roofing,,Sugar Land,Fort Bend,,,,https://drivenroofing.com/,,,license_tenure_proxy,13,13,,,False,,30,"Driven Roofing, founded 2013 (13 yrs in business). Owner identity Family-owned since 2013. 12-13 yrs. Sugar Land + greater Houston.. License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",63,Sub-trade residential_plus_commercial. Tenure 13 yrs. SBA-financeable size estimate based on services + scope.,40,Successor verification incomplete this run (no enrichment data); capped at C_watch per skill guardrail.,81,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: Sugar Land (Fort Bend) — sub-market nudge +3. Vertical baseline 75 for TX roofing 2026.,49,C_watch,"Driven Roofing — Sugar Land (Fort Bend County). Founded 2013, 13 yrs. L1 30, L2 63, L3 40, L4 81 → final 49. Successor verification incomplete this run (no enrichment data); capped at C_watch per skill guardrail. Tier: C_watch.",Standard roofing modernization levers. Re-score in 90 days as data improves.,low,0.44
JC&C Roofing Company,,Katy,Harris,,,,https://www.myroofimprovement.com/,,,license_tenure_proxy,13,13,,,False,,30,"JC&C Roofing Company, founded 2013 (13 yrs in business). Owner identity Family-owned since 2013. Houston Katy area. Perfect BBB A+. Roof repair, replace. License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",65,Sub-trade residential_plus_commercial. Tenure 13 yrs. SBA-financeable size estimate based on services + scope.,40,Successor verification incomplete this run (no enrichment data); capped at C_watch per skill guardrail.,81,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: Katy (Harris) — sub-market nudge +3. Vertical baseline 75 for TX roofing 2026.,49,C_watch,"JC&C Roofing Company — Katy (Harris County). Founded 2013, 13 yrs. L1 30, L2 65, L3 40, L4 81 → final 49. Successor verification incomplete this run (no enrichment data); capped at C_watch per skill guardrail. Tier: C_watch.",Standard roofing modernization levers. Re-score in 90 days as data improves.,low,0.44
Cool Roofs,,Austin,Travis,,,,https://coolroofs.co/,,,license_tenure_proxy,9,9,,,False,,18,"Cool Roofs, founded 2017 (9 yrs in business). Owner identity Since 2017. CertainTeed Select ShingleMaster. Texas-wide. 9 yrs operating.. License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",58,Sub-trade residential. Tenure 9 yrs. SBA-financeable size estimate based on services + scope.,40,Successor verification incomplete this run (no enrichment data); capped at C_watch per skill guardrail.,78,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: Austin (Travis) — sub-market nudge +3. Vertical baseline 75 for TX roofing 2026.,44,D_pass,"Cool Roofs — Austin (Travis County). Founded 2017, 9 yrs. L1 18, L2 58, L3 40, L4 78 → final 44. Successor verification incomplete this run (no enrichment data); capped at C_watch per skill guardrail. Tier: D_pass.",Standard roofing modernization levers. Re-score in 90 days as data improves.,low,0.44
JRH Construction,,Dallas,Dallas,,,,https://www.jrh-construction.com/,,,license_tenure_proxy,5,5,,,False,,35,"JRH Construction, founded unknown (unknown yrs in business). Owner identity Family-owned. DFW. GAF Master Elite. $10M+ bonding capacity. TPO, EPDM, mod-bit,. License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",30,Sub-trade commercial_plus_residential. Tenure unknown yrs. SBA-financeable size estimate based on services + scope.,40,Successor verification incomplete this run (no enrichment data); capped at C_watch per skill guardrail.,81,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: Dallas (Dallas) — sub-market nudge +3. Vertical baseline 75 for TX roofing 2026.,42,D_pass,"JRH Construction — Dallas (Dallas County). L1 35, L2 30, L3 40, L4 81 → final 42. Successor verification incomplete this run (no enrichment data); capped at C_watch per skill guardrail. Tier: D_pass.",Standard roofing modernization levers. Re-score in 90 days as data improves.,low,0.33
Elite Roofing LLC,,Houston,Harris,,,,https://eliteroofpro.com/,,,license_tenure_proxy,5,5,,,False,,35,"Elite Roofing LLC, founded unknown (unknown yrs in business). Owner identity 25+ yrs in roofing. GAF Master Elite. Houston.. License_tenure_proxy used (no OV65/voter/DMV access this run); confidence capped accordingly.",30,Sub-trade residential_plus_commercial. Tenure unknown yrs. SBA-financeable size estimate based on services + scope.,40,Successor verification incomplete this run (no enrichment data); capped at C_watch per skill guardrail.,80,TX roofing PE rollup velocity high (Tecta America most aggressive commercial buyer; DaBella/Erie residential). Metro: Houston (Harris) — sub-market nudge +2. Vertical baseline 75 for TX roofing 2026.,42,D_pass,"Elite Roofing LLC — Houston (Harris County). L1 35, L2 30, L3 40, L4 80 → final 42. Successor verification incomplete this run (no enrichment data); capped at C_watch per skill guardrail. Tier: D_pass.",Standard roofing modernization levers. Re-score in 90 days as data improves.,low,0.33
