legal_name,dba_name,city,county,zip,address,phone,website,owner_name,owner_age_estimate,owner_age_source,owner_tenure_years,years_in_business,provider_count_estimate,employee_count_estimate,is_distressed,distress_reasons,layer1_base_rate,layer1_comment,layer2_sellability,layer2_comment,layer3_behavioral_trigger,layer3_comment,layer4_market_pull,layer4_comment,final_score,final_tier,final_comment,value_add_thesis,confidence,data_completeness
Hance's Uptown Collision Center,Hance Auto,Plano,Collin,,,,https://www.hanceauto.com/,Hance family (multi-generation),90,license_tenure_proxy,71,71,,,False,,93,"Hance family (multi-generation), est. age ~90 (license_tenure_proxy: founded 1955), 71-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",82,"71-yr business, limited cert signals. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",42,1 coasting tell: founded 1955 — 71-yr established. Weak coasting signal.,77,Collin County. premium suburb Plano (+2). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,73,B_forward,"Hance family (multi-generation), ~71-yr Plano (Collin) shop. L1 93 / L2 82 / L3 42 / L4 77 = final 73. Coasting tells: founded 1955 — 71-yr established. 1 coasting tell: founded 1955 — 71-yr established. Weak coasting signal.",Build commercial fleet contract base for recurring revenue. Real-estate sale-leaseback if owner owns building (cad lookup pending). Credible 1.5-2× EBITDA path over 18-24 months.,low,0.5
Heights Auto Repair,Heights Auto Repair,Houston,Harris,77008,"735 W. 19th St., Houston, TX 77008",,https://heightsautorepair.com/,Alfredo (full name not visible),63,license_tenure_proxy,31,31,,,False,,80,"Alfredo (full name not visible), est. age ~63 (license_tenure_proxy: founded 1995), 31-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",75,"31-yr business, limited cert signals. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",60,"2 coasting tells: no EV / hybrid repair, founded 1995 — 31-yr established. Mid-range coasting signal stack.",80,Harris County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,73,B_forward,"Alfredo (full name not visible), ~31-yr Houston (Harris) shop. L1 80 / L2 75 / L3 60 / L4 80 = final 73. Coasting tells: no EV / hybrid repair, founded 1995 — 31-yr established. 2 coasting tells: no EV / hybrid repair, founded 1995 — 31-yr established. Mid-range coasting signal stack.",Ev/hybrid service training + capability investment. Build commercial fleet contract base for recurring revenue. Real-estate sale-leaseback if owner owns building (cad lookup pending). Credible 1.5-2× EBITDA path over 18-24 months.,medium,0.9
Leonard's Automotive Service Center,Leonard's Auto Austin,Austin,Travis,,,,,Leonard family (54+ yrs),86,license_tenure_proxy,54,54,,,False,,93,"Leonard family (54+ yrs), est. age ~86 (license_tenure_proxy: founded 1972), 54-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",82,"54-yr business, limited cert signals. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",42,1 coasting tell: founded 1972 — 54-yr established. Weak coasting signal.,78,Travis County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,73,B_forward,"Leonard family (54+ yrs), ~54-yr Austin (Travis) shop. L1 93 / L2 82 / L3 42 / L4 78 = final 73. Coasting tells: founded 1972 — 54-yr established. 1 coasting tell: founded 1972 — 54-yr established. Weak coasting signal.",Build commercial fleet contract base for recurring revenue. Real-estate sale-leaseback if owner owns building (cad lookup pending). Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
RMS Auto Care,RMS Auto Care,Houston,Harris,,,,https://rmsautocare.com/,Veteran 2nd-gen family,74,license_tenure_proxy,42,42,,,False,,93,"Veteran 2nd-gen family, est. age ~74 (license_tenure_proxy: founded 1984), 42-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",82,"42-yr business, limited cert signals. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",42,1 coasting tell: founded 1984 — 42-yr established. Weak coasting signal.,80,Harris County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,73,B_forward,"Veteran 2nd-gen family, ~42-yr Houston (Harris) shop. L1 93 / L2 82 / L3 42 / L4 80 = final 73. Coasting tells: founded 1984 — 42-yr established. 1 coasting tell: founded 1984 — 42-yr established. Weak coasting signal.",Build commercial fleet contract base for recurring revenue. Real-estate sale-leaseback if owner owns building (cad lookup pending). Credible 1.5-2× EBITDA path over 18-24 months.,low,0.5
Southwest Muffler & Brake,Southwest Muffler & Brake,Stafford,Fort Bend,77477,,,https://www.southwestmuffler.com/location/stafford/,long-tenured family ownership,90,license_tenure_proxy,67,67,,,False,,93,"long-tenured family ownership, est. age ~90 (license_tenure_proxy: founded 1959), 67-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",82,"67-yr business, limited cert signals. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",42,1 coasting tell: founded 1959 — 67-yr established. Weak coasting signal.,78,Fort Bend County. industrial/fleet corridor Stafford (+3). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,73,B_forward,"long-tenured family ownership, ~67-yr Stafford (Fort Bend) shop. L1 93 / L2 82 / L3 42 / L4 78 = final 73. Coasting tells: founded 1959 — 67-yr established. 1 coasting tell: founded 1959 — 67-yr established. Weak coasting signal.",Build commercial fleet contract base for recurring revenue. Real-estate sale-leaseback if owner owns building (cad lookup pending). Credible 1.5-2× EBITDA path over 18-24 months.,low,0.5
Bellaire Auto Center,Bellaire Auto Center,Bellaire,Harris,,,,https://bellaireautocenter.com/,family-owned independent,68,license_tenure_proxy,36,36,,,False,,93,"family-owned independent, est. age ~68 (license_tenure_proxy: founded 1990), 36-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",75,"36-yr business, limited cert signals. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",42,1 coasting tell: founded 1990 — 36-yr established. Weak coasting signal.,82,Harris County. premium suburb Bellaire (+2). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,72,B_forward,"family-owned independent, ~36-yr Bellaire (Harris) shop. L1 93 / L2 75 / L3 42 / L4 82 = final 72. Coasting tells: founded 1990 — 36-yr established. 1 coasting tell: founded 1990 — 36-yr established. Weak coasting signal.",Build commercial fleet contract base for recurring revenue. Real-estate sale-leaseback if owner owns building (cad lookup pending). Credible 1.5-2× EBITDA path over 18-24 months.,low,0.5
Classic Auto Repair of Lantana,Classic Auto Repair Lantana,Bartonville,Denton,,,,https://texasrepairshop.com/,family-owned 45+ yrs (classics specialist),78,license_tenure_proxy,46,46,,,False,,93,"family-owned 45+ yrs (classics specialist), est. age ~78 (license_tenure_proxy: founded 1980), 46-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",82,"46-yr business, limited cert signals. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",42,1 coasting tell: founded 1980 — 46-yr established. Weak coasting signal.,74,Denton County. outer suburb Bartonville (+1). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,72,B_forward,"family-owned 45+ yrs (classics specialist), ~46-yr Bartonville (Denton) shop. L1 93 / L2 82 / L3 42 / L4 74 = final 72. Coasting tells: founded 1980 — 46-yr established. 1 coasting tell: founded 1980 — 46-yr established. Weak coasting signal.",Build commercial fleet contract base for recurring revenue. Real-estate sale-leaseback if owner owns building (cad lookup pending). Credible 1.5-2× EBITDA path over 18-24 months.,low,0.5
Kenneth's Car Care,Kenneth's Car Care,Kingwood,Harris,,"1900 Northpark Drive, Kingwood, TX 77339",,https://www.kennethscarcare.com/,Kenneth (specific full name not visible),82,license_tenure_proxy,50,50,,,False,,93,"Kenneth (specific full name not visible), est. age ~82 (license_tenure_proxy: founded 1976), 50-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",86,"50-yr business, ASE, I-CAR Gold. SBA-size estimate ~$2-4M (8-12 bays sweet spot). Healthy multi-decade independent.",35,"Internal successor candidate found (Kenneth (specific full name not visible)); 3 other tells. L3 capped — succession-in-place pattern. Tells: M-F only (no Saturday), no EV / hybrid repair, founded 1976 — 50-yr established.",81,Harris County. outer suburb Kingwood (+1). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,72,B_forward,"Kenneth (specific full name not visible), ~50-yr Kingwood (Harris) shop. L1 93 / L2 86 / L3 35 / L4 81 = final 72. Coasting tells: M-F only (no Saturday), no EV / hybrid repair, founded 1976 — 50-yr established. Internal successor candidate found (Kenneth (specific full name not visible)); 3 other tells. L3 capped — succession-in-place pattern. Tells: M-F only (no Saturday), no EV / hybrid repair, founded 1976 — 50-yr established.",Ev/hybrid service training + capability investment. Saturday hours to capture commuter market. Build commercial fleet contract base for recurring revenue. Real-estate sale-leaseback if owner owns building (cad lookup pending). Credible 1.5-2× EBITDA path over 18-24 months.,medium,1.0
Phil's Service,Phil's Service Killeen,Killeen,Bell,,"503 S 2nd St, Killeen, TX 76541",,https://philsservice.com/,Phil (specific full name not visible),62,license_tenure_proxy,30,30,,,False,,76,"Phil (specific full name not visible), est. age ~62 (license_tenure_proxy: founded 1996), 30-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",92,"30-yr business, ASE, ASE Master/Blue Seal, NAPA AutoCare, TechNet, fleet contracts visible. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",60,"3 coasting tells: no SMS reminders, no EV / hybrid repair, founded 1996 — 30-yr established. Mid-range coasting signal stack.",52,Bell County. exurban Killeen (-3). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,72,B_forward,"Phil (specific full name not visible), ~30-yr Killeen (Bell) shop. L1 76 / L2 92 / L3 60 / L4 52 = final 72. Coasting tells: no SMS reminders, no EV / hybrid repair, founded 1996 — 30-yr established. 3 coasting tells: no SMS reminders, no EV / hybrid repair, founded 1996 — 30-yr established. Mid-range coasting signal stack.",Modern shop management software migration (tekmetric/shop-ware/autoleap) with online booking + sms reminders. Ev/hybrid service training + capability investment. Scale fleet contract base (+20-30% revenue growth). Real-estate sale-leaseback if owner owns building (cad lookup pending). Credible 1.5-2× EBITDA path over 18-24 months.,medium,1.0
Uzi's Autohaus,Uzi's Autohaus,Bellaire,Harris,,"4201 Bellaire Blvd, Houston, TX 77025",,https://uzisautohaus.com/,Uzi family (2nd generation operating),73,license_tenure_proxy,41,41,,,False,,93,"Uzi family (2nd generation operating), est. age ~73 (license_tenure_proxy: founded 1985), 41-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",87,"41-yr business, ASE, maintenance plan. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",35,"Internal successor candidate found (Uzi family (2nd generation operating)); 4 other tells. L3 capped — succession-in-place pattern. Tells: no SMS reminders, M-F only (no Saturday), no EV / hybrid repair, founded 1985 — 41-yr established.",82,Harris County. premium suburb Bellaire (+2). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,72,B_forward,"Uzi family (2nd generation operating), ~41-yr Bellaire (Harris) shop. L1 93 / L2 87 / L3 35 / L4 82 = final 72. Coasting tells: no SMS reminders, M-F only (no Saturday), no EV / hybrid repair. Internal successor candidate found (Uzi family (2nd generation operating)); 4 other tells. L3 capped — succession-in-place pattern. Tells: no SMS reminders, M-F only (no Saturday), no EV / hybrid repair, founded 1985 — 41-yr established.",Modern shop management software migration (tekmetric/shop-ware/autoleap) with online booking + sms reminders. Ev/hybrid service training + capability investment. Saturday hours to capture commuter market. Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,medium,1.0
David's Auto Central,David's Auto Central,Stafford,Fort Bend,,,,,David (family-owned),69,license_tenure_proxy,37,37,,,False,,93,"David (family-owned), est. age ~69 (license_tenure_proxy: founded 1989), 37-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",75,"37-yr business, limited cert signals. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",42,1 coasting tell: founded 1989 — 37-yr established. Weak coasting signal.,78,Fort Bend County. industrial/fleet corridor Stafford (+3). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,71,B_forward,"David (family-owned), ~37-yr Stafford (Fort Bend) shop. L1 93 / L2 75 / L3 42 / L4 78 = final 71. Coasting tells: founded 1989 — 37-yr established. 1 coasting tell: founded 1989 — 37-yr established. Weak coasting signal.",Build commercial fleet contract base for recurring revenue. Real-estate sale-leaseback if owner owns building (cad lookup pending). Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
Kingwood Service Center,Kingwood Service Center,Kingwood,Harris,,,,https://www.kingwoodservicecenter.com/,unknown,66,license_tenure_proxy,34,34,,,False,,89,"unknown, est. age ~66 (license_tenure_proxy: founded 1992), 34-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",75,"34-yr business, limited cert signals. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",42,1 coasting tell: founded 1992 — 34-yr established. Weak coasting signal.,81,Harris County. outer suburb Kingwood (+1). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,70,B_forward,"unknown, ~34-yr Kingwood (Harris) shop. L1 89 / L2 75 / L3 42 / L4 81 = final 70. Coasting tells: founded 1992 — 34-yr established. 1 coasting tell: founded 1992 — 34-yr established. Weak coasting signal.",Build commercial fleet contract base for recurring revenue. Real-estate sale-leaseback if owner owns building (cad lookup pending). Credible 1.5-2× EBITDA path over 18-24 months.,low,0.5
NB Exxon,NB Exxon Richardson,Richardson,Dallas,,,,https://www.nb-exxon.com/,NB family-owned,66,license_tenure_proxy,34,34,,,False,,89,"NB family-owned, est. age ~66 (license_tenure_proxy: founded 1992), 34-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",75,"34-yr business, limited cert signals. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",42,1 coasting tell: founded 1992 — 34-yr established. Weak coasting signal.,79,Dallas County. outer suburb Richardson (+1). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,70,B_forward,"NB family-owned, ~34-yr Richardson (Dallas) shop. L1 89 / L2 75 / L3 42 / L4 79 = final 70. Coasting tells: founded 1992 — 34-yr established. 1 coasting tell: founded 1992 — 34-yr established. Weak coasting signal.",Build commercial fleet contract base for recurring revenue. Real-estate sale-leaseback if owner owns building (cad lookup pending). Credible 1.5-2× EBITDA path over 18-24 months.,low,0.5
Ruben's Auto Repair,Ruben's Auto Care,San Antonio,Bexar,,,,https://rubensautocare.com/,Ruben (family-owned 30+ yrs),66,license_tenure_proxy,34,34,,,False,,89,"Ruben (family-owned 30+ yrs), est. age ~66 (license_tenure_proxy: founded 1992), 34-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",75,"34-yr business, limited cert signals. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",42,1 coasting tell: founded 1992 — 34-yr established. Weak coasting signal.,75,Bexar County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,69,B_forward,"Ruben (family-owned 30+ yrs), ~34-yr San Antonio (Bexar) shop. L1 89 / L2 75 / L3 42 / L4 75 = final 69. Coasting tells: founded 1992 — 34-yr established. 1 coasting tell: founded 1992 — 34-yr established. Weak coasting signal.",Build commercial fleet contract base for recurring revenue. Real-estate sale-leaseback if owner owns building (cad lookup pending). Credible 1.5-2× EBITDA path over 18-24 months.,low,0.5
Lopez Auto Repair,Lopez Automotive Austin,Austin,Travis,,,,https://lopezautorepair.com/,Lopez family,64,license_tenure_proxy,32,32,,,False,,83,"Lopez family, est. age ~64 (license_tenure_proxy: founded 1994), 32-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",75,"32-yr business, limited cert signals. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",42,1 coasting tell: founded 1994 — 32-yr established. Weak coasting signal.,78,Travis County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,68,B_forward,"Lopez family, ~32-yr Austin (Travis) shop. L1 83 / L2 75 / L3 42 / L4 78 = final 68. Coasting tells: founded 1994 — 32-yr established. 1 coasting tell: founded 1994 — 32-yr established. Weak coasting signal.",Build commercial fleet contract base for recurring revenue. Real-estate sale-leaseback if owner owns building (cad lookup pending). Credible 1.5-2× EBITDA path over 18-24 months.,low,0.5
MTZ Engine Rebuilders,MTZ Engine Rebuilders,Sugar Land,Fort Bend,,,,,MTZ family (Hispanic-owned),64,license_tenure_proxy,32,32,,,False,,83,"MTZ family (Hispanic-owned), est. age ~64 (license_tenure_proxy: founded 1994), 32-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",75,"32-yr business, limited cert signals. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",42,1 coasting tell: founded 1994 — 32-yr established. Weak coasting signal.,77,Fort Bend County. premium suburb Sugar Land (+2). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,68,B_forward,"MTZ family (Hispanic-owned), ~32-yr Sugar Land (Fort Bend) shop. L1 83 / L2 75 / L3 42 / L4 77 = final 68. Coasting tells: founded 1994 — 32-yr established. 1 coasting tell: founded 1994 — 32-yr established. Weak coasting signal.",Build commercial fleet contract base for recurring revenue. Real-estate sale-leaseback if owner owns building (cad lookup pending). Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
Hance's European,Hance's European Auto Repair,Dallas,Dallas,,,,https://www.hanceseuropean.com/,Hance family,63,license_tenure_proxy,31,31,,,False,,80,"Hance family, est. age ~63 (license_tenure_proxy: founded 1995), 31-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",75,"31-yr business, limited cert signals. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",42,1 coasting tell: founded 1995 — 31-yr established. Weak coasting signal.,78,Dallas County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,67,B_forward,"Hance family, ~31-yr Dallas (Dallas) shop. L1 80 / L2 75 / L3 42 / L4 78 = final 67. Coasting tells: founded 1995 — 31-yr established. 1 coasting tell: founded 1995 — 31-yr established. Weak coasting signal.",Build commercial fleet contract base for recurring revenue. Real-estate sale-leaseback if owner owns building (cad lookup pending). Credible 1.5-2× EBITDA path over 18-24 months.,low,0.5
Newman's Automotive,Newman's Auto,Austin,Travis,,,,https://www.newmansauto.com/,Newman family (31+ yrs),63,license_tenure_proxy,31,31,,,False,,80,"Newman family (31+ yrs), est. age ~63 (license_tenure_proxy: founded 1995), 31-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",75,"31-yr business, limited cert signals. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",42,1 coasting tell: founded 1995 — 31-yr established. Weak coasting signal.,78,Travis County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,67,B_forward,"Newman family (31+ yrs), ~31-yr Austin (Travis) shop. L1 80 / L2 75 / L3 42 / L4 78 = final 67. Coasting tells: founded 1995 — 31-yr established. 1 coasting tell: founded 1995 — 31-yr established. Weak coasting signal.",Build commercial fleet contract base for recurring revenue. Real-estate sale-leaseback if owner owns building (cad lookup pending). Credible 1.5-2× EBITDA path over 18-24 months.,low,0.5
Rob and Son's Garage,Rob and Son's Auto,Arlington,Tarrant,,,,https://robandsongarage.com/,Rob and son (family multi-generation),67,,35,35,,,False,,92,"Rob and son (family multi-generation), est. age ~67 (license_tenure_proxy: founded 1991), 35-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",75,"30-yr business, limited cert signals. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,79,Tarrant County. industrial/fleet corridor Arlington (+3). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,67,B_forward,"Rob and son (family multi-generation), ~35-yr Arlington (Tarrant) shop. L1 92 / L2 75 / L3 28 / L4 79 = final 67. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
Adair & Sons,Adair and Sons Round Rock,Round Rock,Williamson,,,,https://www.adairandsons.com/,Adair family (multi-generation - 'and Sons'),67,,35,35,,,False,,92,"Adair family (multi-generation - 'and Sons'), est. age ~67 (license_tenure_proxy: founded 1991), 35-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",75,"30-yr business, limited cert signals. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,74,Williamson County. premium suburb Round Rock (+2). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,66,B_forward,"Adair family (multi-generation - 'and Sons'), ~35-yr Round Rock (Williamson) shop. L1 92 / L2 75 / L3 28 / L4 74 = final 66. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
Craig's Car Care,Craig's Car Care Allen,Allen,Collin,,,,https://craigscarcare.com/,Craig (family-owned),62,license_tenure_proxy,30,30,,,False,,76,"Craig (family-owned), est. age ~62 (license_tenure_proxy: founded 1996), 30-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",75,"30-yr business, limited cert signals. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",42,1 coasting tell: founded 1996 — 30-yr established. Weak coasting signal.,77,Collin County. premium suburb Allen (+2). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,66,B_forward,"Craig (family-owned), ~30-yr Allen (Collin) shop. L1 76 / L2 75 / L3 42 / L4 77 = final 66. Coasting tells: founded 1996 — 30-yr established. 1 coasting tell: founded 1996 — 30-yr established. Weak coasting signal.",Build commercial fleet contract base for recurring revenue. Real-estate sale-leaseback if owner owns building (cad lookup pending). Credible 1.5-2× EBITDA path over 18-24 months.,low,0.5
A&R Automotive,A&R Automotive Garland,Garland,Dallas,,,,https://anrautomotive.com/,family-owned,61,license_tenure_proxy,29,29,,,False,,69,"family-owned, est. age ~61 (license_tenure_proxy: founded 1997), 29-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",75,"29-yr business, limited cert signals. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,81,Dallas County. industrial/fleet corridor Garland (+3). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,60,B_forward,"family-owned, ~29-yr Garland (Dallas) shop. L1 69 / L2 75 / L3 28 / L4 81 = final 60. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.5
Dave's Ultimate Automotive,Dave's Ultimate Auto,Cedar Park,Williamson,,,,https://davesultimateautomotive.com/,"Dave (family-owned, multi-location, ASE Tech of the Year)",61,license_tenure_proxy,29,29,,,False,,69,"Dave (family-owned, multi-location, ASE Tech of the Year), est. age ~61 (license_tenure_proxy: founded 1997), 29-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",75,"29-yr business, limited cert signals. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,74,Williamson County. premium suburb Cedar Park (+2). Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,59,C_watch,"Dave (family-owned, multi-location, ASE Tech of the Year), ~29-yr Cedar Park (Williamson) shop. L1 69 / L2 75 / L3 28 / L4 74 = final 59. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.5
Current 2 Classics,Current 2 Classics SA,San Antonio,Bexar,,,,https://www.current2classics.com/,family-owned (30+ yrs),60,,28,28,,,False,,65,"family-owned (30+ yrs), est. age ~60 (license_tenure_proxy: founded 1998), 28-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",75,"30-yr business, limited cert signals. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,75,Bexar County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,58,C_watch,"family-owned (30+ yrs), ~28-yr San Antonio (Bexar) shop. L1 65 / L2 75 / L3 28 / L4 75 = final 58. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
Rick and Ray's Auto Plaza,Rick and Ray's,Fort Worth,Tarrant,,,,https://rickandraysautoplaza.com/,Rick & Ray (30+ yrs),60,,28,28,,,False,,65,"Rick & Ray (30+ yrs), est. age ~60 (license_tenure_proxy: founded 1998), 28-yr business tenure. Owner age is proxy from founding year; no OV65 / voter file verified in this run.",75,"30-yr business, limited cert signals. SBA-size estimate ~$900K-$2M (5-8 bays est). Healthy multi-decade independent.",28,No clear coasting tells visible. Modernized operations.,76,Tarrant County. baseline metro. Driven Brands + Sun Auto + Mavis active in TX major metros for bolt-ons; $1-3M-rev solo-owner shops below platform radar = ETA/search-fund sweet spot.,58,C_watch,"Rick & Ray (30+ yrs), ~28-yr Fort Worth (Tarrant) shop. L1 65 / L2 75 / L3 28 / L4 76 = final 58. Coasting tells: none visible. No clear coasting tells visible. Modernized operations.",Build commercial fleet contract base for recurring revenue. Credible 1.5-2× EBITDA path over 18-24 months.,low,0.4
